qcc-Zxxx-r-sU2200-s1603-snop,qcc-Zxxx-r-aMDCIII-alatcodicem-anop,qcc-Zxxx-r-sU2200-s5000-snop,qcc-Zxxx-r-sU2200-s5001-snop,qcc-Zxxx-r-sU2200-s5002-snop,eng-Latn-r-pSKOS-pprefLabel-ps5002,jpn-Jpan-r-pSKOS-pprefLabel-ps5002,qcc-Zxxx-r-pWDATA-pq7200235-ps5002-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5001,jpn-Jpan-r-pSKOS-pprefLabel-ps5001,qcc-Zxxx-r-pWDATA-pq7200235-ps5001-x-wdataq7200235,eng-Latn-r-pSKOS-pprefLabel-ps5000,jpn-Jpan-r-pSKOS-pprefLabel-ps5000,qcc-Zxxx-r-pP-pp297-ps5000-x-p297,qcc-Zxxx-r-pP-pp577-ps1603,qcc-Zxxx-r-pP-pp813-ps1603,qcc-Zxxx-r-pP-pp2699-ps1603
1603:45:16:392:2:34016,34016,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34016,Akitakata City,安芸高田,JP34016,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34017,34017,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34017,Onomichi City,尾道市,JP34017,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34018,34018,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34018,Shobara City,庄原市,JP34018,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34019,34019,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34019,Fuchu City,府中市,JP34019,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34020,34020,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34020,Fuchu-cho,府中町,JP34020,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34021,34021,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34021,Hatsukaichi City,廿日市市,JP34021,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34022,34022,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34022,Higashi-ku,東区,JP34022,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34023,34023,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34023,Higashihiroshima City,東広島市,JP34023,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34024,34024,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34024,Etajima City,江田島市,JP34024,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34025,34025,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34025,Kaita-cho,海田町,JP34025,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34026,34026,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34026,Kumano-cho,熊野町,JP34026,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34027,34027,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34027,Jinsekikogen-cho,神石高原,JP34027,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34028,34028,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34028,Fukuyama City,福山市,JP34028,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34029,34029,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34029,Takehara City,竹原市,JP34029,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:34030,34030,1603:45:16:392:0,1603:45:16:392:1:34,1603:45:16:392:2:34030,Nishi-ku,西区,JP34030,Hiroshima,広島県,JP34,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35001,35001,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35001,Kaminoseki-cho,上関町,JP35001,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35002,35002,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35002,Kudamatsu City,下松市,JP35002,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35003,35003,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35003,Shinomoseki City,下関市,JP35003,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35004,35004,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35004,Hikari City,光市,JP35004,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35005,35005,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35005,Shunan City,周南市,JP35005,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35006,35006,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35006,Suo-Oshima-cho,周防大島,JP35006,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35007,35007,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35007,Waki-cho,和木町,JP35007,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35008,35008,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35008,Ube City,宇部市,JP35008,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35009,35009,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35009,Yamaguchi City,山口市,JP35009,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35010,35010,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35010,Sanyoonoda City,山陽小野,JP35010,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35011,35011,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35011,Iwakuni City,岩国市,JP35011,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35012,35012,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35012,Hirao-cho,平生町,JP35012,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35013,35013,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35013,Yanai City,柳井市,JP35013,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35014,35014,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35014,Tabuse-cho,田布施町,JP35014,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35015,35015,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35015,Mine City,美祢市,JP35015,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35016,35016,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35016,Hagi City,萩市,JP35016,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35017,35017,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35017,Nagato City,長門市,JP35017,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35018,35018,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35018,Hofu City,防府市,JP35018,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:35019,35019,1603:45:16:392:0,1603:45:16:392:1:35,1603:45:16:392:2:35019,Abu-cho,阿武町,JP35019,Yamaguchi,山口県,JP35,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36001,36001,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36001,Tsurugi-cho,つるぎ町,JP36001,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36002,36002,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36002,Miyoshi City,三好市,JP36002,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36003,36003,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36003,Kamikatsu-cho,上勝町,JP36003,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36004,36004,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36004,Kamiita-cho,上板町,JP36004,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36005,36005,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36005,Sanagochi-son,佐那河内,JP36005,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36006,36006,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36006,Katsura-cho,勝浦町,JP36006,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36007,36007,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36007,Kitajima-cho,北島町,JP36007,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36008,36008,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36008,Yoshinogawa City,吉野川市,JP36008,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36009,36009,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36009,Komatsushima City,小松島市,JP36009,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36010,36010,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36010,Tokushima City,徳島市,JP36010,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36011,36011,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36011,Higashimiyoshi-cho,東みよし,JP36011,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36012,36012,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36012,Matsushige-cho,松茂町,JP36012,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36013,36013,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36013,Itano-cho,板野町,JP36013,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36014,36014,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36014,Kaiyo-cho,海陽町,JP36014,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36015,36015,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36015,Mugi-cho,牟岐町,JP36015,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36016,36016,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36016,Ishii-cho,石井町,JP36016,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36017,36017,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36017,Kamiyama-cho,神山町,JP36017,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36018,36018,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36018,Minami-cho,美波町,JP36018,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36019,36019,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36019,Mima City,美馬市,JP36019,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36020,36020,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36020,Aizumi-cho,藍住町,JP36020,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36021,36021,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36021,Naka-cho,那賀町,JP36021,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36022,36022,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36022,Anan City,阿南市,JP36022,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36023,36023,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36023,Awa City,阿波市,JP36023,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:36024,36024,1603:45:16:392:0,1603:45:16:392:1:36,1603:45:16:392:2:36024,Naruto City,鳴門市,JP36024,Tokushima,徳島県,JP36,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37001,37001,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37001,Sanuki City,さぬき市,JP37001,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37002,37002,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37002,Mannou-cho,まんのう,JP37002,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37003,37003,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37003,Miki-cho,三木町,JP37003,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37004,37004,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37004,Mitoyo City,三豊市,JP37004,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37005,37005,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37005,Marugame City,丸亀市,JP37005,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37006,37006,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37006,Zentsuji City,善通寺市,JP37006,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37007,37007,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37007,Tonosho-cho,土庄町,JP37007,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37008,37008,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37008,Sakaide City,坂出市,JP37008,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37009,37009,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37009,Tadotsu-cho,多度津町,JP37009,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37010,37010,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37010,Utazu-cho,宇多津町,JP37010,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37011,37011,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37011,Shodoshima-cho,小豆島町,JP37011,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37012,37012,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37012,Higashikagawa City,東かがわ,JP37012,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37013,37013,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37013,Kotohira-cho,琴平町,JP37013,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37014,37014,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37014,Naoshima-cho,直島町,JP37014,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37015,37015,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37015,Ayagawa-cho,綾川町,JP37015,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37016,37016,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37016,Kanonji City,観音寺市,JP37016,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:37017,37017,1603:45:16:392:0,1603:45:16:392:1:37,1603:45:16:392:2:37017,Takamatsu City,高松市,JP37017,Kagawa,香川県,JP37,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38001,38001,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38001,Kamijima-cho,上島町,JP38001,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38002,38002,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38002,Kumakogen-cho,久万高原,JP38002,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38003,38003,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38003,Imabari City,今治市,JP38003,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38004,38004,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38004,Iyo City,伊予市,JP38004,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38005,38005,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38005,Ikata-cho,伊方町,JP38005,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38006,38006,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38006,Yawatahama City,八幡浜市,JP38006,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38007,38007,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38007,Uchiko-cho,内子町,JP38007,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38008,38008,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38008,Shikokuchuo City,四国中央,JP38008,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38009,38009,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38009,Ozu City,大洲市,JP38009,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38010,38010,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38010,Uwajima City,宇和島市,JP38010,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38011,38011,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38011,Ainan-cho,愛南町,JP38011,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38012,38012,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38012,Niihama City,新居浜市,JP38012,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38013,38013,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38013,Toon City,東温市,JP38013,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38014,38014,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38014,Matsumae-cho,松前町,JP38014,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38015,38015,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38015,Matsuyama City,松山市,JP38015,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38016,38016,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38016,Matsuno-cho,松野町,JP38016,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38017,38017,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38017,Tobe-cho,砥部町,JP38017,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38018,38018,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38018,Seiyo City,西予市,JP38018,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38019,38019,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38019,Saijo City,西条市,JP38019,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:38020,38020,1603:45:16:392:0,1603:45:16:392:1:38,1603:45:16:392:2:38020,Kihoku-cho,鬼北町,JP38020,Ehime,愛媛県,JP38,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39001,39001,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39001,Ino-cho,いの町,JP39001,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39002,39002,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39002,Mihara-mura,三原村,JP39002,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39003,39003,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39003,Nakatosa-cho,中土佐町,JP39003,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39004,39004,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39004,Niyodogawa-cho,仁淀川町,JP39004,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39005,39005,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39005,Sakawa-cho,佐川町,JP39005,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39006,39006,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39006,Kitagawa-mura,北川村,JP39006,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39007,39007,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39007,Nankoku City,南国市,JP39007,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39008,39008,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39008,Shimanto City,四万十市,JP39008,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39009,39009,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39009,Shimanto-cho,四万十町,JP39009,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39010,39010,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39010,Tosa City,土佐市,JP39010,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39011,39011,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39011,Tosashimizu City,土佐清水,JP39011,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39012,39012,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39012,Tosa-cho,土佐町,JP39012,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39013,39013,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39013,Okawa-mura,大川村,JP39013,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39014,39014,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39014,Otsuki-cho,大月町,JP39014,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39015,39015,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39015,Otoyo-cho,大豊町,JP39015,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39016,39016,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39016,Nahari-cho,奈半利町,JP39016,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39017,39017,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39017,Yasuda-cho,安田町,JP39017,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39018,39018,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39018,Aki City,安芸市,JP39018,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39019,39019,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39019,Muroto City,室戸市,JP39019,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39020,39020,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39020,Sukumo City,宿毛市,JP39020,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39021,39021,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39021,Hidaka-mura,日高村,JP39021,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39022,39022,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39022,Motoyama-cho,本山町,JP39022,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39023,39023,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39023,Toyo-cho,東洋町,JP39023,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39024,39024,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39024,Yusuhara-cho,檮原町,JP39024,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
1603:45:16:392:2:39025,39025,1603:45:16:392:0,1603:45:16:392:1:39,1603:45:16:392:2:39025,Tsuno-cho,津野町,JP39025,Kōchi,高知県,JP39,Japan,日本,JP,2019-12-17,2019-12-19,
